IDEPT,ISDEPT,ICLAS,ISCLAS,ISTORE,RANK,STORE,IMFGR,MFC,INUMBR,IDESCR,ISTYPE,iPhone,EOL,ICUCST,IBHAND,IBPOOQ,IBTOOQ,DC,AVAILABLE,Sugg,To Order,AVLST3WKSL,AVLST8WKSL,IBWKCR,IBWK01,IBWK02,IBWK03,IBWK04,IBWK05,IBWK06,IBWK07,IBWK08,IVNDP#,IRLSDT
7,74,742,104,475,B,South Cambridge,1000,Apple,1347014,IPHONE POWER ADPTR 30 PIN CBL,1,,,28.6,1,0,0,0,1,2,2,1,0.4,0,2,1,0,0,0,0,0,0,MB352LLB,81006
7,74,742,104,5276,TEST,Montreal Flagship,1000,Apple,1347014,IPHONE POWER ADPTR 30 PIN CBL,1,,,28.6,2,0,0,0,2,1,2,0.7,0.8,0,2,0,0,1,1,2,0,0,MB352LLB,81006
7,74,742,104,5417,TEST,Sudbury Centre,1000,Apple,1347014,IPHONE POWER ADPTR 30 PIN CBL,1,,,28.6,2,0,0,0,2,1,2,1,0.8,0,1,2,0,0,1,2,0,0,MB352LLB,81006
7,74,742,104,5617,A,Cross Iron Mills,1000,Apple,1347014,IPHONE POWER ADPTR 30 PIN CBL,1,,,28.6,1,0,0,0,1,2,2,0.7,0.4,0,1,1,0,0,0,1,0,0,MB352LLB,81006
7,74,742,104,5653,TEST,Londonderry Mall,1000,Apple,1347014,IPHONE POWER ADPTR 30 PIN CBL,1,,,28.6,2,0,0,0,2,1,2,1,0.4,0,2,1,0,0,0,0,0,0,MB352LLB,81006
7,74,742,104,5770,A-KIOSK,Mayfair Shopping Centre,1000,Apple,1347014,IPHONE POWER ADPTR 30 PIN CBL,1,,,28.6,0,0,0,0,0,1,2,0.3,0.1,1,0,0,1,0,0,0,0,0,MB352LLB,81006
7,74,740,105,321,A,Sheppard,680,Affinity,1347924,JABRA BT FREEWAY,1,,,80.3,0,0,0,2,0,1,1,0.3,0.1,0,1,0,0,0,0,0,0,0,1004600000020,110830
7,74,740,100,390,B,McLaughlin,100,Nokia,1347929,NK BT BH108,1,,,13.52,1,0,0,12,1,2,2,0.7,0.4,0,1,1,0,0,0,0,0,1,BH108,110830
7,74,740,100,422,A,Brantford,100,Nokia,1347929,NK BT BH108,1,,,13.52,2,0,0,12,2,1,2,0.7,0.3,0,2,0,0,0,0,0,-1,1,BH108,110830
7,74,740,100,5253,A,Les Galeries Terrebonne,100,Nokia,1347929,NK BT BH108,1,,,13.52,2,0,0,12,2,1,2,0.7,0.4,0,1,0,1,1,0,0,0,0,BH108,110830
7,74,740,100,5433,TEST,Yorkdale Shopping Centre #180,100,Nokia,1347929,NK BT BH108,1,,,13.52,2,0,0,12,2,1,2,0.7,0.5,0,1,0,1,0,0,0,2,0,BH108,110830
7,74,740,100,5611,TEST,Sunridge Mall,100,Nokia,1347929,NK BT BH108,1,,,13.52,2,0,0,12,2,1,2,0.7,0.6,0,1,1,0,0,1,0,2,0,BH108,110830
7,74,740,100,313,A,South Common,700,Microcel,1347934,SM BT HM1700,1,,,21.11,0,0,0,9,0,1,2,0.3,0.1,1,0,0,1,0,0,0,0,0,HM1700,110830
7,74,740,100,5262,B,Carrefour Beauport,700,Microcel,1347934,SM BT HM1700,1,,,21.11,0,0,0,9,0,3,3,1,0.4,0,2,0,1,0,0,0,0,0,HM1700,110830
7,74,740,100,5414,A,Oshawa Centre,700,Microcel,1347934,SM BT HM1700,1,,,21.11,1,0,0,9,1,2,2,0.7,0.3,0,1,0,1,0,0,0,0,0,HM1700,110830
7,74,740,100,5614,B,North Hill Centre,700,Microcel,1347934,SM BT HM1700,1,,,21.11,2,0,0,9,2,1,2,0.7,0.3,0,2,0,0,0,0,0,0,0,HM1700,110830
7,74,740,100,5652,A,Kingsway Garden,700,Microcel,1347934,SM BT HM1700,1,,,21.11,1,0,0,9,1,2,2,0.7,0.3,0,1,0,1,0,0,0,0,0,HM1700,110830
7,74,740,101,422,A,Brantford,100,Nokia,1355037,NK CLA (DC4),1,,,4.28,1,0,0,15,1,2,2,0.7,0.3,0,2,0,0,0,0,0,0,0,DC4,60224
7,74,740,101,5404,TEST,Cambridge Centre,100,Nokia,1355037,NK CLA (DC4),1,,,4.28,0,0,0,15,0,1,2,0.3,0.1,0,1,0,0,0,0,0,0,0,DC4,60224
7,74,742,104,368,A,Major Mac,1020,Cesium,1366691,IPHONE IPAD POWERBLOCK 30 PIN,1,,,16.94,1,0,0,6,1,2,2,0.7,0.4,0,2,0,0,0,0,1,0,0,NA23094,101019
7,74,742,104,397,A,Bayfield,1020,Cesium,1366691,IPHONE IPAD POWERBLOCK 30 PIN,1,,,16.94,2,0,0,6,2,1,2,0.7,0.6,1,2,0,0,0,2,1,0,0,NA23094,101019
7,74,742,104,5260,A,Centre Valleyfield,1020,Cesium,1366691,IPHONE IPAD POWERBLOCK 30 PIN,1,,,16.94,2,0,0,6,2,1,2,0.7,0.4,0,1,1,0,0,0,1,0,0,NA23094,101019
7,74,742,104,5377,A,Big Bay,1020,Cesium,1366691,IPHONE IPAD POWERBLOCK 30 PIN,1,,,16.94,-1,2,0,6,1,2,2,1,0.4,0,2,0,1,0,0,0,0,0,NA23094,101019
7,74,742,104,5408,B,Centre Mall,1020,Cesium,1366691,IPHONE IPAD POWERBLOCK 30 PIN,1,,,16.94,1,0,0,6,1,2,2,0.7,0.6,0,1,1,0,0,1,0,1,1,NA23094,101019
7,74,742,104,5413,A,Oakville Place,1020,Cesium,1366691,IPHONE IPAD POWERBLOCK 30 PIN,1,,,16.94,0,0,0,6,0,3,3,0.7,0.4,0,2,0,0,0,0,0,0,1,NA23094,101019
7,74,742,104,5655,TEST,Sherwood Park Mall,1020,Cesium,1366691,IPHONE IPAD POWERBLOCK 30 PIN,1,,,16.94,1,0,0,6,1,5,5,1.7,0.6,0,2,2,1,0,0,0,0,0,NA23094,101019
7,74,742,103,313,A,South Common,1022,Cesium,1366842,IPHONE 4 ISKIN SOLO BLACK,1,iphone 4,,13.98,2,0,0,10,2,1,2,1.3,1.3,0,3,1,0,1,1,1,0,3,SOLO4GBK,101020
7,74,742,103,363,A,Albion,1022,Cesium,1366842,IPHONE 4 ISKIN SOLO BLACK,1,iphone 4,,13.98,0,0,0,10,0,3,3,1.3,0.8,1,3,0,1,0,2,0,0,0,SOLO4GBK,101020
7,74,742,103,386,TEST,York Mills,1022,Cesium,1366842,IPHONE 4 ISKIN SOLO BLACK,1,iphone 4,,13.98,2,3,0,10,5,1,2,3,2.1,0,3,0,6,1,0,5,2,0,SOLO4GBK,101020
7,74,742,103,469,A,Woodroffe ,1022,Cesium,1366842,IPHONE 4 ISKIN SOLO BLACK,1,iphone 4,,13.98,2,2,0,10,4,2,2,3,1.5,0,3,1,5,1,1,1,0,0,SOLO4GBK,101020
7,74,742,103,5273,A,Carrefour Richelieu,1022,Cesium,1366842,IPHONE 4 ISKIN SOLO BLACK,1,iphone 4,,13.98,2,0,0,10,2,1,2,1.3,0.8,1,1,1,2,0,0,0,0,2,SOLO4GBK,101020
7,74,742,103,5376,B,Roxborough,1022,Cesium,1366842,IPHONE 4 ISKIN SOLO BLACK,1,iphone 4,,13.98,1,0,0,10,1,3,3,2,1.4,0,5,0,1,0,0,3,1,1,SOLO4GBK,101020
7,74,742,103,5438,A,Royal Bank Plaza,1022,Cesium,1366842,IPHONE 4 ISKIN SOLO BLACK,1,iphone 4,,13.98,0,0,0,10,0,2,2,1,0.6,0,2,1,0,0,1,0,0,1,SOLO4GBK,101020
7,74,742,103,367,B,Abbey,1022,Cesium,1366872,IPHONE 4 ISKIN SOLO BLUE,1,iphone 4,,14.84,1,0,0,10,1,1,2,0.7,0.5,0,1,0,1,0,1,0,0,1,SOLO4GBE,101020
7,74,742,103,428,A,Collingwood,1022,Cesium,1366872,IPHONE 4 ISKIN SOLO BLUE,1,iphone 4,,14.84,0,2,0,10,2,1,2,1.3,0.8,0,2,1,1,0,0,0,1,1,SOLO4GBE,101020
7,74,742,103,433,B,Willow,1022,Cesium,1366872,IPHONE 4 ISKIN SOLO BLUE,1,iphone 4,,14.84,0,0,0,10,0,2,2,0.7,0.4,0,1,0,1,0,0,1,0,0,SOLO4GBE,101020
7,74,742,103,479,A,Highland Hills,1022,Cesium,1366872,IPHONE 4 ISKIN SOLO BLUE,1,iphone 4,,14.84,0,0,0,10,0,1,2,0.3,0.3,1,0,1,0,0,1,0,0,0,SOLO4GBE,101020
7,74,742,103,626,B,McKnight,1022,Cesium,1366872,IPHONE 4 ISKIN SOLO BLUE,1,iphone 4,,14.84,1,0,0,10,1,1,2,0.7,0.4,0,1,0,1,0,1,0,0,0,SOLO4GBE,101020
7,74,742,103,5374,B,Terry Fox,1022,Cesium,1366872,IPHONE 4 ISKIN SOLO BLUE,1,iphone 4,,14.84,0,0,0,10,0,2,2,0.7,0.5,1,2,0,0,0,0,0,0,2,SOLO4GBE,101020
7,74,742,103,5401,A,Georgian Mall,1022,Cesium,1366872,IPHONE 4 ISKIN SOLO BLUE,1,iphone 4,,14.84,0,4,0,10,4,1,2,2.3,1.3,0,2,2,3,1,0,0,2,0,SOLO4GBE,101020
7,74,742,103,5417,TEST,Sudbury Centre,1022,Cesium,1366872,IPHONE 4 ISKIN SOLO BLUE,1,iphone 4,,14.84,0,2,0,10,2,1,2,1.3,1.5,0,2,1,1,1,1,2,2,2,SOLO4GBE,101020
7,74,742,103,5617,A,Cross Iron Mills,1022,Cesium,1366872,IPHONE 4 ISKIN SOLO BLUE,1,iphone 4,,14.84,0,0,0,10,0,3,3,1.3,0.8,2,3,1,0,0,2,0,0,0,SOLO4GBE,101020
7,74,742,103,5755,A,Lonsdale,1022,Cesium,1366872,IPHONE 4 ISKIN SOLO BLUE,1,iphone 4,,14.84,0,0,0,10,0,1,2,0.3,0.3,1,1,0,0,0,0,1,0,0,SOLO4GBE,101020
7,74,740,106,311,B,Aurora,1022,Cesium,1367385,ISKIN EARTONES BLACK,1,,,19.99,1,0,0,2,1,2,2,0.7,0.3,0,2,0,0,0,0,0,0,0,ETNEBK1,110325
7,74,740,106,5191,A,Charlottetown Mall,1022,Cesium,1367385,ISKIN EARTONES BLACK,1,,,19.99,0,0,0,2,0,1,2,0.3,0.3,1,1,0,0,0,0,1,0,0,ETNEBK1,110325
7,74,740,106,5254,A,Carrefour Angrignon,1022,Cesium,1367385,ISKIN EARTONES BLACK,1,,,19.99,1,0,0,2,1,2,2,0.7,0.4,0,1,0,1,0,0,1,0,0,ETNEBK1,110325
7,74,740,106,5393,TEST,Sherway Gardens,1022,Cesium,1367385,ISKIN EARTONES BLACK,1,,,19.99,1,0,0,2,1,2,2,0.7,0.4,0,1,0,1,0,1,0,0,0,ETNEBK1,110325
7,74,742,103,322,A,Port Union,1022,Cesium,1367908,IPHONE 4 ISKIN SOLO PINK,1,iphone 4,,14.84,0,0,0,7,0,2,2,1,0.8,0,2,1,0,0,1,0,1,1,SOLO4GPK,101021
7,74,742,103,353,A,Dixie,1022,Cesium,1367908,IPHONE 4 ISKIN SOLO PINK,1,iphone 4,,14.84,0,2,0,7,2,2,2,1.7,1.3,0,2,2,1,0,2,1,1,1,SOLO4GPK,101021
7,74,742,103,372,B,Mount Joy,1022,Cesium,1367908,IPHONE 4 ISKIN SOLO PINK,1,iphone 4,,14.84,0,0,0,7,0,2,2,0.7,0.4,0,1,1,0,0,1,0,0,0,SOLO4GPK,101021
7,74,742,103,401,A,Bank,1022,Cesium,1367908,IPHONE 4 ISKIN SOLO PINK,1,iphone 4,,14.84,1,0,0,7,1,1,2,0.7,0.5,0,1,0,1,0,0,0,1,1,SOLO4GPK,101021
7,74,742,103,5391,A,Bramalea City Centre,1022,Cesium,1367908,IPHONE 4 ISKIN SOLO PINK,1,iphone 4,,14.84,1,0,0,7,1,1,2,0.7,0.4,0,2,0,0,0,0,1,0,0,SOLO4GPK,101021
7,74,742,103,5393,TEST,Sherway Gardens,1022,Cesium,1367908,IPHONE 4 ISKIN SOLO PINK,1,iphone 4,,14.84,0,0,0,7,0,2,2,1,1.1,1,3,0,0,2,2,1,1,0,SOLO4GPK,101021
7,74,742,103,5412,A,Northgate Shopping Centre,1022,Cesium,1367908,IPHONE 4 ISKIN SOLO PINK,1,iphone 4,,14.84,1,0,0,7,1,1,2,0.7,0.6,0,2,0,0,0,2,1,0,0,SOLO4GPK,101021
7,74,742,103,5416,A,Eastgate Square,1022,Cesium,1367908,IPHONE 4 ISKIN SOLO PINK,1,iphone 4,,14.84,2,0,0,7,2,1,2,1.3,1.4,0,2,0,2,1,1,1,1,3,SOLO4GPK,101021
7,74,742,103,5463,A,Place D'Orleans,1022,Cesium,1367908,IPHONE 4 ISKIN SOLO PINK,1,iphone 4,,14.84,1,0,0,7,1,1,2,0.7,0.8,1,1,1,0,0,1,0,1,2,SOLO4GPK,101021
7,74,742,103,5475,A,Stouffville,1022,Cesium,1367908,IPHONE 4 ISKIN SOLO PINK,1,iphone 4,,14.84,0,0,0,7,0,2,2,1,0.6,0,3,0,0,0,0,1,0,1,SOLO4GPK,101021
7,74,742,103,5612,TEST,Chinook Centre,1022,Cesium,1367908,IPHONE 4 ISKIN SOLO PINK,1,iphone 4,,14.84,3,0,0,7,3,1,2,2,1,0,3,0,3,1,1,0,0,0,SOLO4GPK,101021
7,74,742,103,5680,A,Red Deer Centre,1022,Cesium,1367908,IPHONE 4 ISKIN SOLO PINK,1,iphone 4,,14.84,1,0,0,7,1,1,2,0.7,0.3,0,1,1,0,0,0,0,0,0,SOLO4GPK,101021
7,74,742,103,311,B,Aurora,1022,Cesium,1367911,IPHONE 4 ISKIN SOLO PURPLE,1,iphone 4,,14.84,0,2,0,10,2,1,2,1.3,0.8,0,1,2,1,0,0,0,2,0,SOLO4GPE,101021
7,74,742,103,473,B,Eagleson,1022,Cesium,1367911,IPHONE 4 ISKIN SOLO PURPLE,1,iphone 4,,14.84,1,0,0,10,1,1,2,0.7,0.4,0,1,0,1,0,0,0,0,1,SOLO4GPE,101021
7,74,742,103,619,B,Sarcee,1022,Cesium,1367911,IPHONE 4 ISKIN SOLO PURPLE,1,iphone 4,,14.84,0,0,0,10,0,1,2,0.3,0.4,1,1,0,0,1,0,1,0,0,SOLO4GPE,101021
7,74,742,103,749,B,Peninsula Village,1022,Cesium,1367911,IPHONE 4 ISKIN SOLO PURPLE,1,iphone 4,,14.84,1,0,0,10,1,1,2,0.7,0.4,0,1,0,1,0,1,0,0,0,SOLO4GPE,101021
7,74,742,103,5191,A,Charlottetown Mall,1022,Cesium,1367911,IPHONE 4 ISKIN SOLO PURPLE,1,iphone 4,,14.84,2,0,0,10,2,1,2,1.3,0.8,0,1,0,3,0,0,2,0,0,SOLO4GPE,101021
7,74,742,103,5374,B,Terry Fox,1022,Cesium,1367911,IPHONE 4 ISKIN SOLO PURPLE,1,iphone 4,,14.84,1,0,0,10,1,1,2,0.7,0.5,0,1,1,0,0,1,1,0,0,SOLO4GPE,101021
7,74,742,103,5463,A,Place D'Orleans,1022,Cesium,1367911,IPHONE 4 ISKIN SOLO PURPLE,1,iphone 4,,14.84,2,0,0,10,2,1,2,1.3,0.6,0,1,2,1,0,0,0,1,0,SOLO4GPE,101021
7,74,742,103,5613,A,Southcentre Mall ,1022,Cesium,1367911,IPHONE 4 ISKIN SOLO PURPLE,1,iphone 4,,14.84,0,0,0,10,0,4,4,1.7,1,0,4,0,1,0,0,3,0,0,SOLO4GPE,101021
7,74,740,102,467,B,Stratford,802,Microcel,1370213,BB CS2 BATTERY 8300/8520/9300,1,,,24.09,0,2,0,0,2,1,2,0.7,0.4,0,1,1,0,0,1,0,0,0,ACC10477001,70517
7,74,740,102,479,A,Highland Hills,802,Microcel,1370213,BB CS2 BATTERY 8300/8520/9300,1,,,24.09,2,0,0,0,2,2,2,1.3,0.8,0,2,0,2,1,0,0,1,0,ACC10477001,70517
7,74,740,102,5170,A,Champlain Place,802,Microcel,1370213,BB CS2 BATTERY 8300/8520/9300,1,,,24.09,0,0,0,0,0,3,3,0.7,0.3,0,1,1,0,0,0,0,0,0,ACC10477001,70517
7,74,740,102,5414,A,Oshawa Centre,802,Microcel,1370213,BB CS2 BATTERY 8300/8520/9300,1,,,24.09,0,2,0,0,2,1,2,1,0.8,0,1,1,1,0,2,0,0,1,ACC10477001,70517
7,74,740,102,5431,A,Exchange Tower,802,Microcel,1370213,BB CS2 BATTERY 8300/8520/9300,1,,,24.09,0,0,0,0,0,3,3,0.7,0.6,0,1,0,1,0,1,0,0,2,ACC10477001,70517
7,74,740,102,5462,A,Rideau Centre ,802,Microcel,1370213,BB CS2 BATTERY 8300/8520/9300,1,,,24.09,2,0,0,0,2,1,2,1,0.9,0,1,0,2,0,1,0,0,3,ACC10477001,70517
7,74,740,102,5468,A,Rockwood,802,Microcel,1370213,BB CS2 BATTERY 8300/8520/9300,1,,,24.09,1,0,0,0,1,2,2,0.7,0.4,0,1,1,0,0,0,1,0,0,ACC10477001,70517
7,74,740,102,5474,A,Broadway Plus,802,Microcel,1370213,BB CS2 BATTERY 8300/8520/9300,1,,,24.09,0,2,0,0,2,1,2,0.7,0.4,0,1,0,1,0,1,0,0,0,ACC10477001,70517
7,74,740,102,5490,B,Taunton ,802,Microcel,1370213,BB CS2 BATTERY 8300/8520/9300,1,,,24.09,0,2,0,0,2,1,2,0.7,0.5,0,1,0,1,0,1,0,1,0,ACC10477001,70517
7,74,740,102,5656,B,Bonnie Doon,802,Microcel,1370213,BB CS2 BATTERY 8300/8520/9300,1,,,24.09,0,0,0,0,0,3,3,0.7,0.5,0,2,0,0,0,1,0,0,1,ACC10477001,70517
7,74,742,108,321,A,Sheppard,1000,Apple,1370477,IPHONE 30 PIN CABLE,1,,,16.59,1,0,0,18,1,2,2,0.7,0.4,0,1,0,1,0,1,0,0,0,MA591GB,101026
7,74,742,108,322,A,Port Union,1000,Apple,1370477,IPHONE 30 PIN CABLE,1,,,16.59,1,0,0,18,1,2,2,1,0.4,0,2,0,1,0,0,0,0,0,MA591GB,101026
7,74,742,108,343,A,Bloor,1000,Apple,1370477,IPHONE 30 PIN CABLE,1,,,16.59,1,0,0,18,1,2,2,0.7,0.5,0,2,0,0,0,0,1,1,0,MA591GB,101026
7,74,742,108,367,B,Abbey,1000,Apple,1370477,IPHONE 30 PIN CABLE,1,,,16.59,1,0,0,18,1,2,2,0.7,0.4,0,1,1,0,0,1,0,0,0,MA591GB,101026
7,74,742,108,384,A,Weston,1000,Apple,1370477,IPHONE 30 PIN CABLE,1,,,16.59,1,0,0,18,1,2,2,0.7,0.4,0,1,0,1,0,0,0,0,1,MA591GB,101026
7,74,742,108,449,A,Clarington,1000,Apple,1370477,IPHONE 30 PIN CABLE,1,,,16.59,1,0,0,18,1,2,2,0.7,0.5,0,1,0,1,0,1,1,0,0,MA591GB,101026
7,74,742,108,5151,TEST,Halifax Shopping Centre,1000,Apple,1370477,IPHONE 30 PIN CABLE,1,,,16.59,1,0,0,18,1,2,2,0.7,0.4,0,1,0,1,0,0,0,1,0,MA591GB,101026
7,74,742,108,5255,A,Prom de L'Outaouais,1000,Apple,1370477,IPHONE 30 PIN CABLE,1,,,16.59,1,0,0,18,1,2,2,0.7,0.5,0,1,1,0,0,0,0,2,0,MA591GB,101026
7,74,742,108,5262,B,Carrefour Beauport,1000,Apple,1370477,IPHONE 30 PIN CABLE,1,,,16.59,0,0,0,18,0,3,3,0.7,0.3,0,2,0,0,0,0,0,0,0,MA591GB,101026
7,74,742,108,5272,A,Montreal Eaton Centre,1000,Apple,1370477,IPHONE 30 PIN CABLE,1,,,16.59,2,0,0,18,2,1,2,0.7,0.3,0,1,0,1,0,0,0,0,0,MA591GB,101026
7,74,742,108,5373,A,Bowmanville,1000,Apple,1370477,IPHONE 30 PIN CABLE,1,,,16.59,0,0,0,18,0,3,3,0.7,0.3,0,1,0,1,0,0,0,0,0,MA591GB,101026
7,74,742,108,5411,TEST,Upper Canada,1000,Apple,1370477,IPHONE 30 PIN CABLE,1,,,16.59,1,0,0,18,1,2,2,0.7,0.3,0,1,1,0,0,0,0,0,0,MA591GB,101026
7,74,742,108,5431,A,Exchange Tower,1000,Apple,1370477,IPHONE 30 PIN CABLE,1,,,16.59,2,0,0,18,2,1,2,0.7,0.5,0,1,1,0,2,0,0,0,0,MA591GB,101026
7,74,742,108,5433,TEST,Yorkdale Shopping Centre #180,1000,Apple,1370477,IPHONE 30 PIN CABLE,1,,,16.59,0,0,0,18,0,1,2,0.3,0.1,0,1,0,0,0,0,0,0,0,MA591GB,101026
7,74,742,108,5435,TEST,Toronto Eaton Centre,1000,Apple,1370477,IPHONE 30 PIN CABLE,1,,,16.59,2,0,0,18,2,1,2,0.7,0.3,0,1,0,1,0,0,0,0,0,MA591GB,101026
7,74,742,108,5460,A,Carlingwood Shopping Centre,1000,Apple,1370477,IPHONE 30 PIN CABLE,1,,,16.59,0,0,0,18,0,3,3,0.7,0.3,0,2,0,0,0,0,0,0,0,MA591GB,101026
7,74,742,108,5471,B,Tecumseh Mall,1000,Apple,1370477,IPHONE 30 PIN CABLE,1,,,16.59,0,0,0,18,0,1,2,0.3,0.3,0,1,0,0,0,0,0,0,1,MA591GB,101026
7,74,742,108,5611,TEST,Sunridge Mall,1000,Apple,1370477,IPHONE 30 PIN CABLE,1,,,16.59,2,0,0,18,2,1,2,0.7,0.9,2,0,1,1,2,0,2,1,0,MA591GB,101026
7,74,742,108,5655,TEST,Sherwood Park Mall,1000,Apple,1370477,IPHONE 30 PIN CABLE,1,,,16.59,0,0,0,18,0,1,2,0.3,0.1,1,0,1,0,0,0,0,0,0,MA591GB,101026
7,74,740,103,399,TEST,Bay Street,604,Affinity,1371357,ROGERS UNIVERSAL CASE SMALL,1,,,3.74,14,0,0,24,14,0,0,9.7,4.6,0,26,1,2,3,2,1,1,1,ACP1031BK,0
7,74,740,103,425,A,Ajax,604,Affinity,1371365,ROGERS VERTICAL LEATHER CASE,1,,,6.55,1,0,0,2,1,2,2,0.7,0.3,0,1,1,0,0,0,0,0,0,ACP1420BK,0
7,74,740,103,5250,B,Place Longeueil,604,Affinity,1371365,ROGERS VERTICAL LEATHER CASE,1,,,6.55,2,0,0,2,2,1,2,0.7,0.9,0,1,0,1,1,1,1,1,1,ACP1420BK,0
7,74,740,103,5262,B,Carrefour Beauport,604,Affinity,1371365,ROGERS VERTICAL LEATHER CASE,1,,,6.55,2,0,0,2,2,1,2,0.7,0.6,0,1,1,0,0,1,0,1,1,ACP1420BK,0
7,74,740,103,5263,B,Les Rivieres,604,Affinity,1371365,ROGERS VERTICAL LEATHER CASE,1,,,6.55,1,0,0,2,1,2,2,0.7,0.4,0,1,0,1,0,0,0,1,0,ACP1420BK,0
7,74,740,103,5269,A,Les Galeries de Granby,604,Affinity,1371365,ROGERS VERTICAL LEATHER CASE,1,,,6.55,3,0,0,2,3,1,2,1.3,0.9,0,1,0,3,1,0,1,1,0,ACP1420BK,0
7,74,740,103,5271,B-KIOSK,Mail Montenach (K),604,Affinity,1371365,ROGERS VERTICAL LEATHER CASE,1,,,6.55,2,0,0,2,2,1,2,0.7,0.3,0,1,0,1,0,0,0,0,0,ACP1420BK,0
7,74,740,103,5412,A,Northgate Shopping Centre,604,Affinity,1371365,ROGERS VERTICAL LEATHER CASE,1,,,6.55,1,0,0,2,1,2,2,0.7,0.3,0,1,0,1,0,0,0,0,0,ACP1420BK,0
7,74,740,103,5419,TEST,Conestoga Mall,604,Affinity,1371365,ROGERS VERTICAL LEATHER CASE,1,,,6.55,2,0,0,2,2,1,2,0.7,0.4,0,1,0,1,0,0,0,0,1,ACP1420BK,0
7,74,740,103,5463,A,Place D'Orleans,604,Affinity,1371365,ROGERS VERTICAL LEATHER CASE,1,,,6.55,1,0,1,2,2,1,2,1,0.8,0,1,0,2,0,0,0,2,1,ACP1420BK,0
7,74,740,104,359,B,Roseborough,801,Cesium,1371578,BB MICRO USB PREMIUM CHARGER,1,,,14.85,0,0,0,1,0,3,3,0.7,0.4,0,1,0,1,0,1,0,0,0,ACC39343301,110412
7,74,740,104,372,B,Mount Joy,801,Cesium,1371578,BB MICRO USB PREMIUM CHARGER,1,,,14.85,1,0,0,1,1,2,2,0.7,0.3,0,1,0,1,0,0,0,0,0,ACC39343301,110412
7,74,740,104,402,B,Vanier ,801,Cesium,1371578,BB MICRO USB PREMIUM CHARGER,1,,,14.85,2,0,0,1,2,1,2,0.7,0.3,0,2,0,0,0,0,0,0,0,ACC39343301,110412
7,74,740,104,403,A,Wellington,801,Cesium,1371578,BB MICRO USB PREMIUM CHARGER,1,,,14.85,1,0,0,1,1,2,2,0.7,0.4,0,1,0,1,0,0,1,0,0,ACC39343301,110412
7,74,740,104,430,B,Barrhaven,801,Cesium,1371578,BB MICRO USB PREMIUM CHARGER,1,,,14.85,1,0,0,1,1,2,2,0.7,0.5,0,1,1,0,0,0,0,0,2,ACC39343301,110412
7,74,740,104,441,B,River,801,Cesium,1371578,BB MICRO USB PREMIUM CHARGER,1,,,14.85,2,0,0,1,2,1,2,0.7,0.5,0,1,0,1,0,0,2,0,0,ACC39343301,110412
7,74,740,104,681,B,Thickwood,801,Cesium,1371578,BB MICRO USB PREMIUM CHARGER,1,,,14.85,0,2,0,1,2,1,2,1,0.6,0,2,1,0,1,0,0,0,1,ACC39343301,110412
7,74,740,104,714,B,Arbutus,801,Cesium,1371578,BB MICRO USB PREMIUM CHARGER,1,,,14.85,0,2,0,1,2,4,4,2,1,0,3,3,0,1,0,1,0,0,ACC39343301,110412
7,74,740,104,5263,B,Les Rivieres,801,Cesium,1371578,BB MICRO USB PREMIUM CHARGER,1,,,14.85,2,0,0,1,2,1,2,0.7,0.4,0,1,1,0,0,0,0,1,0,ACC39343301,110412
7,74,740,104,5276,TEST,Montreal Flagship,801,Cesium,1371578,BB MICRO USB PREMIUM CHARGER,1,,,14.85,0,3,0,1,3,3,3,1.7,1,0,2,1,2,0,2,1,0,0,ACC39343301,110412
7,74,740,103,5260,A,Centre Valleyfield,604,Affinity,1372316,SM RUGBY II CASE,1,,,8.25,0,0,0,1,0,3,3,0.7,0.6,0,1,0,1,0,1,2,0,0,ARN0100,110421
7,74,740,103,367,B,Abbey,620,Affinity,1372779,SM GALAXY S II OTTERBOX COM BK,1,,,21.73,0,2,0,0,2,1,2,1,0.5,0,1,1,1,0,0,0,0,1,OBCM5727BK,111121
7,74,740,103,5250,B,Place Longeueil,620,Affinity,1372779,SM GALAXY S II OTTERBOX COM BK,1,,,21.73,0,2,0,0,2,1,2,0.7,0.4,0,1,1,0,0,0,1,0,0,OBCM5727BK,111121
7,74,740,103,5259,A,Carrefour du Nord,620,Affinity,1372779,SM GALAXY S II OTTERBOX COM BK,1,,,21.73,0,2,0,0,2,1,2,0.7,0.4,0,1,1,0,0,1,0,0,0,OBCM5727BK,111121
7,74,740,103,5383,A-KIOSK,Oshawa,620,Affinity,1372779,SM GALAXY S II OTTERBOX COM BK,1,,,21.73,0,2,0,0,2,1,2,1,0.5,0,2,1,0,0,0,0,1,0,OBCM5727BK,111121
7,74,740,103,5418,A,Vaughan Mills,620,Affinity,1372779,SM GALAXY S II OTTERBOX COM BK,1,,,21.73,1,0,0,0,1,2,2,0.7,0.3,0,2,0,0,0,0,0,0,0,OBCM5727BK,111121
7,74,740,103,5560,A-KIOSK,Shoppers Mall Brandon (K),620,Affinity,1372779,SM GALAXY S II OTTERBOX COM BK,1,,,21.73,0,0,0,0,0,3,3,0.7,0.4,0,1,1,0,0,0,0,1,0,OBCM5727BK,111121
7,74,740,103,5612,TEST,Chinook Centre,620,Affinity,1372779,SM GALAXY S II OTTERBOX COM BK,1,,,21.73,0,0,0,0,0,3,3,0.7,0.4,1,2,0,0,0,0,1,0,0,OBCM5727BK,111121
